task_id,phase,category,scope,department,district,source,method,api_or_url,output_path,description,depends_on,priority,status
COV100-LUZ-03_Cordillera-Altos,1_API,POLUICAO_LUMINOSA,localidade,03_Cordillera,Altos,NASA VIIRS Black Marble / AppEEARS,api_get,https://appeears.earthdatacloud.nasa.gov/ | produto VNP46A4 (anual médio nW/cm2/sr),Departamentos/03_Cordillera/Altos/DADOS.md,Obter brilho artificial noturno anual médio (nW/cm²/sr) para Altos via NASA Black Marble VNP46A4 ou lightpollutionmap.info. Converter para escala Bortle (1=escuro a 9=poluído). Inserir campo 'poluicao_luminosa' no DADOS.md.,COV100-GEOCOD-03_Cordillera-Altos,P2,done
COV100-SAUDE-03_Cordillera-Altos,2_WEB,SAUDE,localidade,03_Cordillera,Altos,MSPBS + IPS,web_research,https://www.mspbs.gov.py/mapa-establecimientos.html | https://www.ips.gov.py,Departamentos/03_Cordillera/Altos/DADOS.md,"Levantar infraestrutura de saúde em Altos: número de USFs, postos de saúde, hospital regional (sim/não), presença de IPS, especialidades locais, distância ao hospital de referência (km). Fonte: mapa MSPBS + IPS. Inserir seção '### Saude' no DADOS.md.",,P1,done
COV100-CELULAR-03_Cordillera-Altos,2_WEB,CELULAR,localidade,03_Cordillera,Altos,CONATEL + OpenSignal + TIGO/Personal/Claro,web_research,https://www.conatel.gov.py/index.php/espectro/cobertura-de-red-movil | https://www.opensignal.com/paraguay | https://www.nperf.com/map/PY/,Departamentos/03_Cordillera/Altos/DADOS.md,"Verificar cobertura móvel em Altos por operadora (TIGO, Personal, Claro): tecnologia disponível (2G/3G/4G/5G), velocidade média download/upload (Mbps) via OpenSignal/nPerf, qualidade do sinal. Inserir tabela '### Celular' no DADOS.md.",,P2,done
COV100-INTERNET-03_Cordillera-Altos,2_WEB,INTERNET,localidade,03_Cordillera,Altos,CONATEL + COPACO + Speedtest + nPerf,web_research,https://www.conatel.gov.py | https://www.copaco.com.py/cobertura | https://www.speedtest.net/global-index/paraguay | https://www.nperf.com/map/PY/,Departamentos/03_Cordillera/Altos/DADOS.md,"Verificar disponibilidade de internet fixa em Altos: operadoras disponíveis, tecnologia (fibra/cabo/rádio/satélite), velocidade típica (Mbps), preço médio de plano básico (Gs./mês). Registrar disponibilidade de Starlink como opção universal. Inserir '### Internet' no DADOS.md.",,P2,done
COV100-COMBUST-03_Cordillera-Altos,2_WEB,COMBUSTIVEL,localidade,03_Cordillera,Altos,PETROPAR + OpenStreetMap Overpass API,api_get,"https://overpass-api.de/api/interpreter?data=[out:json];node[amenity=fuel](around:5000,{LAT},{LON});out; | https://www.petropar.gov.py/index.php/precios",Departamentos/03_Cordillera/Altos/DADOS.md,"Contar postos de combustível em raio de 5km de Altos via Overpass API (OSM). Verificar preço de referência PETROPAR (gasolina Común, Especial, Diésel). Inserir campo 'postos_combustivel_5km' e 'preco_gasolina_gs_litro' no DADOS.md.",COV100-GEOCOD-03_Cordillera-Altos,P2,done
COV100-TERRA-03_Cordillera-Altos,2_WEB,TERRA_RURAL,localidade,03_Cordillera,Altos,clasificados.com.py + OLX.com.py + InfoCasas,web_scrape,https://clasificados.com.py/inmuebles/campo | https://www.olx.com.py/campo-e-fazenda | https://www.infocasas.com.py/campo,Departamentos/03_Cordillera/Altos/DADOS.md,"Pesquisar anúncios de terra rural em/próximo a Altos nos portais imobiliários. Calcular mediana de preço por hectare (USD/ha). Registrar faixa (mín-máx), aptidão declarada e número de anúncios encontrados. Se zero anúncios, usar valor departamental como proxy. Inserir/atualizar '### Terra Rural' no DADOS.md.",,P1,done
COV100-IMOVEL-03_Cordillera-Altos,2_WEB,IMOVEL_URBANO,localidade,03_Cordillera,Altos,InfoCasas + clasificados.com.py + OLX,web_scrape,https://www.infocasas.com.py/comprar/casas | https://clasificados.com.py/inmuebles/casas | https://www.olx.com.py/casas,Departamentos/03_Cordillera/Altos/DADOS.md,"Pesquisar custo de imóveis residenciais em Altos: preço médio de compra (USD/m²), aluguel médio (USD/mês), custo de lote urbano (USD/m²). Se sem anúncios, registrar 'mercado informal; sem referência formal'. Inserir campo 'imovel_urbano' no DADOS.md.",,P2,done
COV100-CLIMA-03_Cordillera-Arroyos_y_Esteros,1_API,CLIMA,localidade,03_Cordillera,Arroyos_y_Esteros,NASA POWER Climatology API,api_get,"https://power.larc.nasa.gov/api/temporal/climatology/point?parameters=ALLSKY_SFC_SW_DWN,PRECTOTCORR&community=RE&longitude={LON}&latitude={LAT}&format=JSON",Departamentos/03_Cordillera/Arroyos_y_Esteros/DADOS.md,Obter série climática mensal (solar kWh/m²/dia + precipitação mm/dia) período 2001-2020 para Arroyos_y_Esteros. Geocodificar coordenadas via INE GeoEstatístico ou Nominatim. Inserir tabelas mensais + média anual + inclinação solar recomendada (|lat|°N ±10°) na seção '### 3. Dados Climaticos' do DADOS.md.,COV100-GEOCOD-03_Cordillera-Arroyos_y_Esteros,P1,done
COV100-SOLO-03_Cordillera-Arroyos_y_Esteros,1_API,SOLO,localidade,03_Cordillera,Arroyos_y_Esteros,ISRIC SoilGrids 2.0,api_get,https://rest.isric.org/soilgrids/v2.0/properties/query?lon={LON}&lat={LAT}&property=phh2o&property=soc&property=clay&property=sand&property=bdod&depth=0-30cm&value=mean,Departamentos/03_Cordillera/Arroyos_y_Esteros/DADOS.md,"Consultar SoilGrids 2.0 para Arroyos_y_Esteros: pH, carbono orgânico, % argila, % areia, densidade aparente na camada 0-30cm. Derivar classificação de aptidão agrícola (alta/média/baixa/restritiva). Inserir subseção '### Solo' no DADOS.md com valores e aptidão.",COV100-GEOCOD-03_Cordillera-Arroyos_y_Esteros,P2,todo
COV100-LUZ-03_Cordillera-Arroyos_y_Esteros,1_API,POLUICAO_LUMINOSA,localidade,03_Cordillera,Arroyos_y_Esteros,NASA VIIRS Black Marble / AppEEARS,api_get,https://appeears.earthdatacloud.nasa.gov/ | produto VNP46A4 (anual médio nW/cm2/sr),Departamentos/03_Cordillera/Arroyos_y_Esteros/DADOS.md,Obter brilho artificial noturno anual médio (nW/cm²/sr) para Arroyos_y_Esteros via NASA Black Marble VNP46A4 ou lightpollutionmap.info. Converter para escala Bortle (1=escuro a 9=poluído). Inserir campo 'poluicao_luminosa' no DADOS.md.,COV100-GEOCOD-03_Cordillera-Arroyos_y_Esteros,P2,done
COV100-SAUDE-03_Cordillera-Arroyos_y_Esteros,2_WEB,SAUDE,localidade,03_Cordillera,Arroyos_y_Esteros,MSPBS + IPS,web_research,https://www.mspbs.gov.py/mapa-establecimientos.html | https://www.ips.gov.py,Departamentos/03_Cordillera/Arroyos_y_Esteros/DADOS.md,"Levantar infraestrutura de saúde em Arroyos_y_Esteros: número de USFs, postos de saúde, hospital regional (sim/não), presença de IPS, especialidades locais, distância ao hospital de referência (km). Fonte: mapa MSPBS + IPS. Inserir seção '### Saude' no DADOS.md.",,P1,done
COV100-CELULAR-03_Cordillera-Arroyos_y_Esteros,2_WEB,CELULAR,localidade,03_Cordillera,Arroyos_y_Esteros,CONATEL + OpenSignal + TIGO/Personal/Claro,web_research,https://www.conatel.gov.py/index.php/espectro/cobertura-de-red-movil | https://www.opensignal.com/paraguay | https://www.nperf.com/map/PY/,Departamentos/03_Cordillera/Arroyos_y_Esteros/DADOS.md,"Verificar cobertura móvel em Arroyos_y_Esteros por operadora (TIGO, Personal, Claro): tecnologia disponível (2G/3G/4G/5G), velocidade média download/upload (Mbps) via OpenSignal/nPerf, qualidade do sinal. Inserir tabela '### Celular' no DADOS.md.",,P2,done
COV100-INTERNET-03_Cordillera-Arroyos_y_Esteros,2_WEB,INTERNET,localidade,03_Cordillera,Arroyos_y_Esteros,CONATEL + COPACO + Speedtest + nPerf,web_research,https://www.conatel.gov.py | https://www.copaco.com.py/cobertura | https://www.speedtest.net/global-index/paraguay | https://www.nperf.com/map/PY/,Departamentos/03_Cordillera/Arroyos_y_Esteros/DADOS.md,"Verificar disponibilidade de internet fixa em Arroyos_y_Esteros: operadoras disponíveis, tecnologia (fibra/cabo/rádio/satélite), velocidade típica (Mbps), preço médio de plano básico (Gs./mês). Registrar disponibilidade de Starlink como opção universal. Inserir '### Internet' no DADOS.md.",,P2,done
COV100-COMBUST-03_Cordillera-Arroyos_y_Esteros,2_WEB,COMBUSTIVEL,localidade,03_Cordillera,Arroyos_y_Esteros,PETROPAR + OpenStreetMap Overpass API,api_get,"https://overpass-api.de/api/interpreter?data=[out:json];node[amenity=fuel](around:5000,{LAT},{LON});out; | https://www.petropar.gov.py/index.php/precios",Departamentos/03_Cordillera/Arroyos_y_Esteros/DADOS.md,"Contar postos de combustível em raio de 5km de Arroyos_y_Esteros via Overpass API (OSM). Verificar preço de referência PETROPAR (gasolina Común, Especial, Diésel). Inserir campo 'postos_combustivel_5km' e 'preco_gasolina_gs_litro' no DADOS.md.",COV100-GEOCOD-03_Cordillera-Arroyos_y_Esteros,P2,done
COV100-TERRA-03_Cordillera-Arroyos_y_Esteros,2_WEB,TERRA_RURAL,localidade,03_Cordillera,Arroyos_y_Esteros,clasificados.com.py + OLX.com.py + InfoCasas,web_scrape,https://clasificados.com.py/inmuebles/campo | https://www.olx.com.py/campo-e-fazenda | https://www.infocasas.com.py/campo,Departamentos/03_Cordillera/Arroyos_y_Esteros/DADOS.md,"Pesquisar anúncios de terra rural em/próximo a Arroyos_y_Esteros nos portais imobiliários. Calcular mediana de preço por hectare (USD/ha). Registrar faixa (mín-máx), aptidão declarada e número de anúncios encontrados. Se zero anúncios, usar valor departamental como proxy. Inserir/atualizar '### Terra Rural' no DADOS.md.",,P1,done
COV100-IMOVEL-03_Cordillera-Arroyos_y_Esteros,2_WEB,IMOVEL_URBANO,localidade,03_Cordillera,Arroyos_y_Esteros,InfoCasas + clasificados.com.py + OLX,web_scrape,https://www.infocasas.com.py/comprar/casas | https://clasificados.com.py/inmuebles/casas | https://www.olx.com.py/casas,Departamentos/03_Cordillera/Arroyos_y_Esteros/DADOS.md,"Pesquisar custo de imóveis residenciais em Arroyos_y_Esteros: preço médio de compra (USD/m²), aluguel médio (USD/mês), custo de lote urbano (USD/m²). Se sem anúncios, registrar 'mercado informal; sem referência formal'. Inserir campo 'imovel_urbano' no DADOS.md.",,P2,done
COV100-CLIMA-03_Cordillera-Caacupe,1_API,CLIMA,localidade,03_Cordillera,Caacupe,NASA POWER Climatology API,api_get,"https://power.larc.nasa.gov/api/temporal/climatology/point?parameters=ALLSKY_SFC_SW_DWN,PRECTOTCORR&community=RE&longitude={LON}&latitude={LAT}&format=JSON",Departamentos/03_Cordillera/Caacupe/DADOS.md,Obter série climática mensal (solar kWh/m²/dia + precipitação mm/dia) período 2001-2020 para Caacupe. Geocodificar coordenadas via INE GeoEstatístico ou Nominatim. Inserir tabelas mensais + média anual + inclinação solar recomendada (|lat|°N ±10°) na seção '### 3. Dados Climaticos' do DADOS.md.,COV100-GEOCOD-03_Cordillera-Caacupe,P1,done
COV100-SOLO-03_Cordillera-Caacupe,1_API,SOLO,localidade,03_Cordillera,Caacupe,ISRIC SoilGrids 2.0,api_get,https://rest.isric.org/soilgrids/v2.0/properties/query?lon={LON}&lat={LAT}&property=phh2o&property=soc&property=clay&property=sand&property=bdod&depth=0-30cm&value=mean,Departamentos/03_Cordillera/Caacupe/DADOS.md,"Consultar SoilGrids 2.0 para Caacupe: pH, carbono orgânico, % argila, % areia, densidade aparente na camada 0-30cm. Derivar classificação de aptidão agrícola (alta/média/baixa/restritiva). Inserir subseção '### Solo' no DADOS.md com valores e aptidão.",COV100-GEOCOD-03_Cordillera-Caacupe,P2,todo
COV100-LUZ-03_Cordillera-Caacupe,1_API,POLUICAO_LUMINOSA,localidade,03_Cordillera,Caacupe,NASA VIIRS Black Marble / AppEEARS,api_get,https://appeears.earthdatacloud.nasa.gov/ | produto VNP46A4 (anual médio nW/cm2/sr),Departamentos/03_Cordillera/Caacupe/DADOS.md,Obter brilho artificial noturno anual médio (nW/cm²/sr) para Caacupe via NASA Black Marble VNP46A4 ou lightpollutionmap.info. Converter para escala Bortle (1=escuro a 9=poluído). Inserir campo 'poluicao_luminosa' no DADOS.md.,COV100-GEOCOD-03_Cordillera-Caacupe,P2,done
COV100-SAUDE-03_Cordillera-Caacupe,2_WEB,SAUDE,localidade,03_Cordillera,Caacupe,MSPBS + IPS,web_research,https://www.mspbs.gov.py/mapa-establecimientos.html | https://www.ips.gov.py,Departamentos/03_Cordillera/Caacupe/DADOS.md,"Levantar infraestrutura de saúde em Caacupe: número de USFs, postos de saúde, hospital regional (sim/não), presença de IPS, especialidades locais, distância ao hospital de referência (km). Fonte: mapa MSPBS + IPS. Inserir seção '### Saude' no DADOS.md.",,P1,done
COV100-CELULAR-03_Cordillera-Caacupe,2_WEB,CELULAR,localidade,03_Cordillera,Caacupe,CONATEL + OpenSignal + TIGO/Personal/Claro,web_research,https://www.conatel.gov.py/index.php/espectro/cobertura-de-red-movil | https://www.opensignal.com/paraguay | https://www.nperf.com/map/PY/,Departamentos/03_Cordillera/Caacupe/DADOS.md,"Verificar cobertura móvel em Caacupe por operadora (TIGO, Personal, Claro): tecnologia disponível (2G/3G/4G/5G), velocidade média download/upload (Mbps) via OpenSignal/nPerf, qualidade do sinal. Inserir tabela '### Celular' no DADOS.md.",,P2,done
COV100-INTERNET-03_Cordillera-Caacupe,2_WEB,INTERNET,localidade,03_Cordillera,Caacupe,CONATEL + COPACO + Speedtest + nPerf,web_research,https://www.conatel.gov.py | https://www.copaco.com.py/cobertura | https://www.speedtest.net/global-index/paraguay | https://www.nperf.com/map/PY/,Departamentos/03_Cordillera/Caacupe/DADOS.md,"Verificar disponibilidade de internet fixa em Caacupe: operadoras disponíveis, tecnologia (fibra/cabo/rádio/satélite), velocidade típica (Mbps), preço médio de plano básico (Gs./mês). Registrar disponibilidade de Starlink como opção universal. Inserir '### Internet' no DADOS.md.",,P2,done
COV100-COMBUST-03_Cordillera-Caacupe,2_WEB,COMBUSTIVEL,localidade,03_Cordillera,Caacupe,PETROPAR + OpenStreetMap Overpass API,api_get,"https://overpass-api.de/api/interpreter?data=[out:json];node[amenity=fuel](around:5000,{LAT},{LON});out; | https://www.petropar.gov.py/index.php/precios",Departamentos/03_Cordillera/Caacupe/DADOS.md,"Contar postos de combustível em raio de 5km de Caacupe via Overpass API (OSM). Verificar preço de referência PETROPAR (gasolina Común, Especial, Diésel). Inserir campo 'postos_combustivel_5km' e 'preco_gasolina_gs_litro' no DADOS.md.",COV100-GEOCOD-03_Cordillera-Caacupe,P2,done
COV100-TERRA-03_Cordillera-Caacupe,2_WEB,TERRA_RURAL,localidade,03_Cordillera,Caacupe,clasificados.com.py + OLX.com.py + InfoCasas,web_scrape,https://clasificados.com.py/inmuebles/campo | https://www.olx.com.py/campo-e-fazenda | https://www.infocasas.com.py/campo,Departamentos/03_Cordillera/Caacupe/DADOS.md,"Pesquisar anúncios de terra rural em/próximo a Caacupe nos portais imobiliários. Calcular mediana de preço por hectare (USD/ha). Registrar faixa (mín-máx), aptidão declarada e número de anúncios encontrados. Se zero anúncios, usar valor departamental como proxy. Inserir/atualizar '### Terra Rural' no DADOS.md.",,P1,done
COV100-IMOVEL-03_Cordillera-Caacupe,2_WEB,IMOVEL_URBANO,localidade,03_Cordillera,Caacupe,InfoCasas + clasificados.com.py + OLX,web_scrape,https://www.infocasas.com.py/comprar/casas | https://clasificados.com.py/inmuebles/casas | https://www.olx.com.py/casas,Departamentos/03_Cordillera/Caacupe/DADOS.md,"Pesquisar custo de imóveis residenciais em Caacupe: preço médio de compra (USD/m²), aluguel médio (USD/mês), custo de lote urbano (USD/m²). Se sem anúncios, registrar 'mercado informal; sem referência formal'. Inserir campo 'imovel_urbano' no DADOS.md.",,P2,done
COV100-CLIMA-03_Cordillera-Caraguatay,1_API,CLIMA,localidade,03_Cordillera,Caraguatay,NASA POWER Climatology API,api_get,"https://power.larc.nasa.gov/api/temporal/climatology/point?parameters=ALLSKY_SFC_SW_DWN,PRECTOTCORR&community=RE&longitude={LON}&latitude={LAT}&format=JSON",Departamentos/03_Cordillera/Caraguatay/DADOS.md,Obter série climática mensal (solar kWh/m²/dia + precipitação mm/dia) período 2001-2020 para Caraguatay. Geocodificar coordenadas via INE GeoEstatístico ou Nominatim. Inserir tabelas mensais + média anual + inclinação solar recomendada (|lat|°N ±10°) na seção '### 3. Dados Climaticos' do DADOS.md.,COV100-GEOCOD-03_Cordillera-Caraguatay,P1,done
COV100-SOLO-03_Cordillera-Caraguatay,1_API,SOLO,localidade,03_Cordillera,Caraguatay,ISRIC SoilGrids 2.0,api_get,https://rest.isric.org/soilgrids/v2.0/properties/query?lon={LON}&lat={LAT}&property=phh2o&property=soc&property=clay&property=sand&property=bdod&depth=0-30cm&value=mean,Departamentos/03_Cordillera/Caraguatay/DADOS.md,"Consultar SoilGrids 2.0 para Caraguatay: pH, carbono orgânico, % argila, % areia, densidade aparente na camada 0-30cm. Derivar classificação de aptidão agrícola (alta/média/baixa/restritiva). Inserir subseção '### Solo' no DADOS.md com valores e aptidão.",COV100-GEOCOD-03_Cordillera-Caraguatay,P2,todo
COV100-LUZ-03_Cordillera-Caraguatay,1_API,POLUICAO_LUMINOSA,localidade,03_Cordillera,Caraguatay,NASA VIIRS Black Marble / AppEEARS,api_get,https://appeears.earthdatacloud.nasa.gov/ | produto VNP46A4 (anual médio nW/cm2/sr),Departamentos/03_Cordillera/Caraguatay/DADOS.md,Obter brilho artificial noturno anual médio (nW/cm²/sr) para Caraguatay via NASA Black Marble VNP46A4 ou lightpollutionmap.info. Converter para escala Bortle (1=escuro a 9=poluído). Inserir campo 'poluicao_luminosa' no DADOS.md.,COV100-GEOCOD-03_Cordillera-Caraguatay,P2,done
COV100-SAUDE-03_Cordillera-Caraguatay,2_WEB,SAUDE,localidade,03_Cordillera,Caraguatay,MSPBS + IPS,web_research,https://www.mspbs.gov.py/mapa-establecimientos.html | https://www.ips.gov.py,Departamentos/03_Cordillera/Caraguatay/DADOS.md,"Levantar infraestrutura de saúde em Caraguatay: número de USFs, postos de saúde, hospital regional (sim/não), presença de IPS, especialidades locais, distância ao hospital de referência (km). Fonte: mapa MSPBS + IPS. Inserir seção '### Saude' no DADOS.md.",,P1,done
COV100-CELULAR-03_Cordillera-Caraguatay,2_WEB,CELULAR,localidade,03_Cordillera,Caraguatay,CONATEL + OpenSignal + TIGO/Personal/Claro,web_research,https://www.conatel.gov.py/index.php/espectro/cobertura-de-red-movil | https://www.opensignal.com/paraguay | https://www.nperf.com/map/PY/,Departamentos/03_Cordillera/Caraguatay/DADOS.md,"Verificar cobertura móvel em Caraguatay por operadora (TIGO, Personal, Claro): tecnologia disponível (2G/3G/4G/5G), velocidade média download/upload (Mbps) via OpenSignal/nPerf, qualidade do sinal. Inserir tabela '### Celular' no DADOS.md.",,P2,done
COV100-INTERNET-03_Cordillera-Caraguatay,2_WEB,INTERNET,localidade,03_Cordillera,Caraguatay,CONATEL + COPACO + Speedtest + nPerf,web_research,https://www.conatel.gov.py | https://www.copaco.com.py/cobertura | https://www.speedtest.net/global-index/paraguay | https://www.nperf.com/map/PY/,Departamentos/03_Cordillera/Caraguatay/DADOS.md,"Verificar disponibilidade de internet fixa em Caraguatay: operadoras disponíveis, tecnologia (fibra/cabo/rádio/satélite), velocidade típica (Mbps), preço médio de plano básico (Gs./mês). Registrar disponibilidade de Starlink como opção universal. Inserir '### Internet' no DADOS.md.",,P2,done
COV100-COMBUST-03_Cordillera-Caraguatay,2_WEB,COMBUSTIVEL,localidade,03_Cordillera,Caraguatay,PETROPAR + OpenStreetMap Overpass API,api_get,"https://overpass-api.de/api/interpreter?data=[out:json];node[amenity=fuel](around:5000,{LAT},{LON});out; | https://www.petropar.gov.py/index.php/precios",Departamentos/03_Cordillera/Caraguatay/DADOS.md,"Contar postos de combustível em raio de 5km de Caraguatay via Overpass API (OSM). Verificar preço de referência PETROPAR (gasolina Común, Especial, Diésel). Inserir campo 'postos_combustivel_5km' e 'preco_gasolina_gs_litro' no DADOS.md.",COV100-GEOCOD-03_Cordillera-Caraguatay,P2,done
COV100-TERRA-03_Cordillera-Caraguatay,2_WEB,TERRA_RURAL,localidade,03_Cordillera,Caraguatay,clasificados.com.py + OLX.com.py + InfoCasas,web_scrape,https://clasificados.com.py/inmuebles/campo | https://www.olx.com.py/campo-e-fazenda | https://www.infocasas.com.py/campo,Departamentos/03_Cordillera/Caraguatay/DADOS.md,"Pesquisar anúncios de terra rural em/próximo a Caraguatay nos portais imobiliários. Calcular mediana de preço por hectare (USD/ha). Registrar faixa (mín-máx), aptidão declarada e número de anúncios encontrados. Se zero anúncios, usar valor departamental como proxy. Inserir/atualizar '### Terra Rural' no DADOS.md.",,P1,done
COV100-IMOVEL-03_Cordillera-Caraguatay,2_WEB,IMOVEL_URBANO,localidade,03_Cordillera,Caraguatay,InfoCasas + clasificados.com.py + OLX,web_scrape,https://www.infocasas.com.py/comprar/casas | https://clasificados.com.py/inmuebles/casas | https://www.olx.com.py/casas,Departamentos/03_Cordillera/Caraguatay/DADOS.md,"Pesquisar custo de imóveis residenciais em Caraguatay: preço médio de compra (USD/m²), aluguel médio (USD/mês), custo de lote urbano (USD/m²). Se sem anúncios, registrar 'mercado informal; sem referência formal'. Inserir campo 'imovel_urbano' no DADOS.md.",,P2,done
COV100-CLIMA-03_Cordillera-Emboscada,1_API,CLIMA,localidade,03_Cordillera,Emboscada,NASA POWER Climatology API,api_get,"https://power.larc.nasa.gov/api/temporal/climatology/point?parameters=ALLSKY_SFC_SW_DWN,PRECTOTCORR&community=RE&longitude={LON}&latitude={LAT}&format=JSON",Departamentos/03_Cordillera/Emboscada/DADOS.md,Obter série climática mensal (solar kWh/m²/dia + precipitação mm/dia) período 2001-2020 para Emboscada. Geocodificar coordenadas via INE GeoEstatístico ou Nominatim. Inserir tabelas mensais + média anual + inclinação solar recomendada (|lat|°N ±10°) na seção '### 3. Dados Climaticos' do DADOS.md.,COV100-GEOCOD-03_Cordillera-Emboscada,P1,done
COV100-SOLO-03_Cordillera-Emboscada,1_API,SOLO,localidade,03_Cordillera,Emboscada,ISRIC SoilGrids 2.0,api_get,https://rest.isric.org/soilgrids/v2.0/properties/query?lon={LON}&lat={LAT}&property=phh2o&property=soc&property=clay&property=sand&property=bdod&depth=0-30cm&value=mean,Departamentos/03_Cordillera/Emboscada/DADOS.md,"Consultar SoilGrids 2.0 para Emboscada: pH, carbono orgânico, % argila, % areia, densidade aparente na camada 0-30cm. Derivar classificação de aptidão agrícola (alta/média/baixa/restritiva). Inserir subseção '### Solo' no DADOS.md com valores e aptidão.",COV100-GEOCOD-03_Cordillera-Emboscada,P2,todo
COV100-LUZ-03_Cordillera-Emboscada,1_API,POLUICAO_LUMINOSA,localidade,03_Cordillera,Emboscada,NASA VIIRS Black Marble / AppEEARS,api_get,https://appeears.earthdatacloud.nasa.gov/ | produto VNP46A4 (anual médio nW/cm2/sr),Departamentos/03_Cordillera/Emboscada/DADOS.md,Obter brilho artificial noturno anual médio (nW/cm²/sr) para Emboscada via NASA Black Marble VNP46A4 ou lightpollutionmap.info. Converter para escala Bortle (1=escuro a 9=poluído). Inserir campo 'poluicao_luminosa' no DADOS.md.,COV100-GEOCOD-03_Cordillera-Emboscada,P2,done
COV100-SAUDE-03_Cordillera-Emboscada,2_WEB,SAUDE,localidade,03_Cordillera,Emboscada,MSPBS + IPS,web_research,https://www.mspbs.gov.py/mapa-establecimientos.html | https://www.ips.gov.py,Departamentos/03_Cordillera/Emboscada/DADOS.md,"Levantar infraestrutura de saúde em Emboscada: número de USFs, postos de saúde, hospital regional (sim/não), presença de IPS, especialidades locais, distância ao hospital de referência (km). Fonte: mapa MSPBS + IPS. Inserir seção '### Saude' no DADOS.md.",,P1,done
COV100-CELULAR-03_Cordillera-Emboscada,2_WEB,CELULAR,localidade,03_Cordillera,Emboscada,CONATEL + OpenSignal + TIGO/Personal/Claro,web_research,https://www.conatel.gov.py/index.php/espectro/cobertura-de-red-movil | https://www.opensignal.com/paraguay | https://www.nperf.com/map/PY/,Departamentos/03_Cordillera/Emboscada/DADOS.md,"Verificar cobertura móvel em Emboscada por operadora (TIGO, Personal, Claro): tecnologia disponível (2G/3G/4G/5G), velocidade média download/upload (Mbps) via OpenSignal/nPerf, qualidade do sinal. Inserir tabela '### Celular' no DADOS.md.",,P2,done
COV100-INTERNET-03_Cordillera-Emboscada,2_WEB,INTERNET,localidade,03_Cordillera,Emboscada,CONATEL + COPACO + Speedtest + nPerf,web_research,https://www.conatel.gov.py | https://www.copaco.com.py/cobertura | https://www.speedtest.net/global-index/paraguay | https://www.nperf.com/map/PY/,Departamentos/03_Cordillera/Emboscada/DADOS.md,"Verificar disponibilidade de internet fixa em Emboscada: operadoras disponíveis, tecnologia (fibra/cabo/rádio/satélite), velocidade típica (Mbps), preço médio de plano básico (Gs./mês). Registrar disponibilidade de Starlink como opção universal. Inserir '### Internet' no DADOS.md.",,P2,done
COV100-COMBUST-03_Cordillera-Emboscada,2_WEB,COMBUSTIVEL,localidade,03_Cordillera,Emboscada,PETROPAR + OpenStreetMap Overpass API,api_get,"https://overpass-api.de/api/interpreter?data=[out:json];node[amenity=fuel](around:5000,{LAT},{LON});out; | https://www.petropar.gov.py/index.php/precios",Departamentos/03_Cordillera/Emboscada/DADOS.md,"Contar postos de combustível em raio de 5km de Emboscada via Overpass API (OSM). Verificar preço de referência PETROPAR (gasolina Común, Especial, Diésel). Inserir campo 'postos_combustivel_5km' e 'preco_gasolina_gs_litro' no DADOS.md.",COV100-GEOCOD-03_Cordillera-Emboscada,P2,done
COV100-TERRA-03_Cordillera-Emboscada,2_WEB,TERRA_RURAL,localidade,03_Cordillera,Emboscada,clasificados.com.py + OLX.com.py + InfoCasas,web_scrape,https://clasificados.com.py/inmuebles/campo | https://www.olx.com.py/campo-e-fazenda | https://www.infocasas.com.py/campo,Departamentos/03_Cordillera/Emboscada/DADOS.md,"Pesquisar anúncios de terra rural em/próximo a Emboscada nos portais imobiliários. Calcular mediana de preço por hectare (USD/ha). Registrar faixa (mín-máx), aptidão declarada e número de anúncios encontrados. Se zero anúncios, usar valor departamental como proxy. Inserir/atualizar '### Terra Rural' no DADOS.md.",,P1,done
COV100-IMOVEL-03_Cordillera-Emboscada,2_WEB,IMOVEL_URBANO,localidade,03_Cordillera,Emboscada,InfoCasas + clasificados.com.py + OLX,web_scrape,https://www.infocasas.com.py/comprar/casas | https://clasificados.com.py/inmuebles/casas | https://www.olx.com.py/casas,Departamentos/03_Cordillera/Emboscada/DADOS.md,"Pesquisar custo de imóveis residenciais em Emboscada: preço médio de compra (USD/m²), aluguel médio (USD/mês), custo de lote urbano (USD/m²). Se sem anúncios, registrar 'mercado informal; sem referência formal'. Inserir campo 'imovel_urbano' no DADOS.md.",,P2,done
COV100-CLIMA-03_Cordillera-Eusebio_Ayala,1_API,CLIMA,localidade,03_Cordillera,Eusebio_Ayala,NASA POWER Climatology API,api_get,"https://power.larc.nasa.gov/api/temporal/climatology/point?parameters=ALLSKY_SFC_SW_DWN,PRECTOTCORR&community=RE&longitude={LON}&latitude={LAT}&format=JSON",Departamentos/03_Cordillera/Eusebio_Ayala/DADOS.md,Obter série climática mensal (solar kWh/m²/dia + precipitação mm/dia) período 2001-2020 para Eusebio_Ayala. Geocodificar coordenadas via INE GeoEstatístico ou Nominatim. Inserir tabelas mensais + média anual + inclinação solar recomendada (|lat|°N ±10°) na seção '### 3. Dados Climaticos' do DADOS.md.,COV100-GEOCOD-03_Cordillera-Eusebio_Ayala,P1,done
